LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
421550                          1                   1.06                0.94                0.94                
421555                          0                   0.16                0                   0                   
421560                          1                   0.16                6.37                6.37                
421565                          1                   0.57                1.76                1.76                
421567                          3                   0.63                4.78                4.78                
421568                          0                   0.17                0                   0                   
421569                          0                   0.089               0                   0                   
421570                          2                   1.60                1.25                1.25                
421575                          0                   0.17                0                   0                   
421580                          10                  5.52                1.81                1.81                
421590                          1                   0.21                4.78                4.78                
421600                          5                   0.78                6.39                6.39                
421605                          2                   0.42                4.82                4.82                
421610                          0                   0.65                0                   0                   
421620                          4                   3.47                1.15                1.15                
421625                          3                   0.48                6.29                6.29                
421630                          2                   2.43                0.82                0.82                
421635                          2                   0.26                7.73                7.74                
421640                          2                   0.50                3.99                3.99                
421650                          3                   1.80                1.67                1.67                
421660                          17                  16.36               1.04                1.04                
421670                          2                   0.96                2.08                2.08                
421680                          2                   0.59                3.36                3.36                
421690                          2                   1.62                1.23                1.23                
421700                          5                   0.90                5.58                5.59                
421710                          1                   0.23                4.39                4.39                
421715                          0                   0.13                0                   0                   
421720                          7                   2.75                2.54                2.54                
421725                          0                   0.56                0                   0                   
421730                          3                   0.69                4.38                4.38                
421740                          2                   1.39                1.43                1.43                
421750                          3                   1.22                2.45                2.45                
421755                          1                   0.23                4.29                4.29                
421760                          2                   0.97                2.07                2.07                
421770                          3                   1.96                1.53                1.53                
421775                          1                   0.18                5.60                5.60                
421780                          2                   1.25                1.61                1.61                
421790                          1                   0.61                1.63                1.63                
421795                          0                   0.12                0                   0                   
421800                          4                   2.57                1.56                1.56                
421810                          0                   0.37                0                   0                   
421820                          5                   3.03                1.65                1.65                
421825                          1                   0.48                2.08                2.08                
421830                          2                   1.20                1.66                1.66                
421835                          0                   0.28                0                   0                   
421840                          1                   0.49                2.02                2.02                
421850                          1                   0.51                1.96                1.96                
421860                          2                   0.49                4.06                4.06                
421870                          11                  7.18                1.53                1.53                
421875                          1                   0.32                3.12                3.12                
421880                          3                   0.87                3.44                3.44                
421885                          0                   0.18                0                   0                   
421890                          2                   0.75                2.67                2.67                
421895                          0                   0.18                0                   0                   
421900                          2                   1.49                1.34                1.34                
421910                          0                   0.23                0                   0                   
421915                          2                   0.18                11.40               11.40               
421917                          0                   0.30                0                   0                   
421920                          2                   0.43                4.66                4.66                
421930                          6                   3.49                1.72                1.72                
421935                          2                   0.34                5.93                5.93                
421940                          3                   0.27                11.10               11.10               
421950                          2                   3.37                0.59                0.59                
421960                          0                   0.28                0                   0                   
421970                          5                   1.92                2.60                2.60                
421985                          1                   0.23                4.38                4.38                
422000                          0                   0.87                0                   0                   
430003                          0                   0.35                0                   0                   
430005                          0                   0.26                0                   0                   
430010                          2                   1.17                1.72                1.72                
430020                          0                   0.50                0                   0                   
430030                          2                   0.45                4.49                4.49                
430040                          13                  5.00                2.60                2.60                
430045                          1                   0.26                3.89                3.89                
430047                          0                   0.14                0                   0                   
430050                          3                   0.46                6.59                6.59                
430055                          0                   0.12                0                   0                   
430057                          2                   0.22                8.98                8.98                
430060                          20                  13.11               1.53                1.53                
430063                          0                   0.47                0                   0                   
430064                          0                   0.50                0                   0                   
430066                          0                   0.095               0                   0                   
430070                          3                   0.44                6.84                6.84                
430080                          1                   0.94                1.06                1.06                
430085                          0                   0.25                0                   0                   
430087                          1                   0.38                2.60                2.60                
430090                          4                   0.47                8.49                8.49                
430100                          2                   1.47                1.36                1.36                
430105                          0                   0.70                0                   0                   
430107                          0                   0.21                0                   0                   
430110                          0                   0.95                0                   0                   
430120                          2                   0.91                2.19                2.19                
430130                          2                   1.23                1.62                1.62                
430140                          4                   0.73                5.46                5.46                
430150                          2                   0.48                4.15                4.15                
430155                          0                   0.26                0                   0                   
430160                          12                  7.94                1.51                1.51                
430163                          2                   0.96                2.08                2.09                
430165                          1                   0.45                2.25                2.25                
430170                          1                   0.47                2.12                2.12                
430175                          0                   0.51                0                   0                   
430180                          1                   0.38                2.65                2.65                
430185                          0                   0.22                0                   0                   
430187                          1                   0.28                3.60                3.60                
430190                          2                   0.91                2.20                2.20                
430192                          0                   0.13                0                   0                   
430195                          0                   0.18                0                   0                   
430200                          2                   0.75                2.66                2.66                
430205                          1                   0.14                7.39                7.39                
430210                          21                  8.31                2.53                2.53                
430215                          0                   0.14                0                   0                   
430220                          0                   0.49                0                   0                   
430222                          0                   0.18                0                   0                   
430223                          0                   0.18                0                   0                   
430225                          1                   0.22                4.56                4.56                
430230                          1                   0.76                1.31                1.31                
430235                          1                   0.99                1.01                1.01                
430237                          0                   0.14                0                   0                   
430240                          0                   0.83                0                   0                   
430245                          2                   0.52                3.83                3.83                
430250                          4                   0.45                8.87                8.88                
430258                          0                   0.15                0                   0                   
430260                          0                   0.23                0                   0                   
430265                          2                   0.37                5.36                5.36                
430270                          1                   1.37                0.73                0.73                
430280                          12                  2.31                5.19                5.19                
430290                          0                   0.86                0                   0                   
430300                          10                  5.53                1.81                1.81                
430310                          9                   8.53                1.05                1.05                
430320                          0                   0.34                0                   0                   
430330                          0                   0.36                0                   0                   
430340                          1                   0.35                2.89                2.89                
430350                          13                  4.49                2.90                2.90                
430355                          1                   0.20                5.10                5.10                
430360                          0                   0.44                0                   0                   
430367                          0                   0.24                0                   0                   
430370                          2                   0.41                4.86                4.86                
430380                          1                   0.39                2.54                2.54                
430390                          6                   4.47                1.34                1.34                
430400                          0                   0.31                0                   0                   
430410                          0                   0.24                0                   0                   
430420                          12                  2.12                5.66                5.66                
430430                          1                   0.45                2.21                2.21                
430435                          0                   0.63                0                   0                   
430440                          9                   2.88                3.12                3.12                
430450                          9                   3.89                2.31                2.31                
430460                          27                  22.35               1.21                1.21                
430461                          0                   0.13                0                   0                   
430462                          3                   0.13                23.86               23.86               
430463                          4                   3.41                1.17                1.17                
430465                          0                   0.25                0                   0                   
430466                          5                   1.64                3.06                3.06                
430467                          2                   0.30                6.56                6.57                
430468                          0                   0.80                0                   0                   
430469                          0                   0.19                0                   0                   
430470                          13                  4.11                3.16                3.16                
430471                          3                   0.59                5.08                5.08                
430480                          3                   2.10                1.43                1.43                
430485                          0                   0.10                0                   0                   
430490                          1                   0.65                1.54                1.54                
430495                          0                   0.22                0                   0                   
430500                          3                   0.63                4.79                4.79                
430510                          39                  34.09               1.14                1.14                
430511                          0                   0.22                0                   0                   
430512                          0                   0.42                0                   0                   
430513                          1                   0.34                2.98                2.98                
430515                          0                   0.16                0                   0                   
430517                          3                   0.81                3.72                3.72                
430520                          5                   0.99                5.03                5.04                
430530                          2                   0.66                3.01                3.01                
430535                          4                   2.98                1.34                1.34                
430537                          0                   0.22                0                   0                   
430540                          0                   0.26                0                   0                   
430543                          0                   0.43                0                   0                   
430544                          0                   0.37                0                   0                   
430545                          1                   1.11                0.90                0.90                
430550                          1                   0.35                2.89                2.89                
430558                          2                   0.18                11.21               11.21               
430560                          1                   0.23                4.39                4.39                
430570                          0                   0.45                0                   0                   
430580                          3                   0.68                4.44                4.44                
430583                          0                   0.12                0                   0                   
430585                          0                   0.17                0                   0                   
430587                          0                   0.18                0                   0                   
430590                          1                   0.49                2.03                2.03                
430593                          1                   0.13                7.89                7.89                
430595                          2                   0.30                6.58                6.58                
430597                          0                   0.19                0                   0                   
430600                          2                   0.95                2.11                2.11                
430605                          0                   0.55                0                   0                   
430607                          3                   0.19                15.40               15.40               
430610                          3                   3.96                0.76                0.76                
430613                          0                   0.14                0                   0                   
430620                          1                   0.88                1.13                1.13                
430630                          1                   0.34                2.93                2.93                
430632                          1                   0.20                5.08                5.08                
430635                          1                   0.18                5.53                5.53                
430637                          1                   0.22                4.61                4.61                
430640                          3                   2.21                1.36                1.36                
430642                          0                   0.14                0                   0                   
430645                          0                   0.25                0                   0                   
430650                          2                   1.04                1.92                1.92                
430655                          0                   0.19                0                   0                   
430660                          9                   2.62                3.44                3.44                
430670                          2                   0.21                9.43                9.44                
430673                          0                   0.34                0                   0                   
430675                          0                   0.15                0                   0                   
430676                          1                   2.64                0.38                0.38                
430680                          3                   1.57                1.91                1.91                
430690                          5                   1.77                2.82                2.82                
430692                          1                   0.065               15.43               15.43               
430693                          1                   0.60                1.68                1.68                
430695                          0                   0.20                0                   0                   
430697                          1                   0.21                4.82                4.82                
430700                          11                  7.16                1.54                1.54                
430705                          0                   0.22                0                   0                   
430710                          4                   0.46                8.67                8.67                
430720                          1                   0.35                2.88                2.88                
430730                          2                   0.47                4.27                4.27                
430740                          1                   0.23                4.42                4.42                
430745                          0                   0.21                0                   0                   
430750                          2                   1.07                1.86                1.86                
430755                          0                   0.41                0                   0                   
430760                          9                   3.34                2.69                2.69                
430770                          9                   5.45                1.65                1.65                
430780                          3                   2.36                1.27                1.27                
430781                          3                   0.25                11.77               11.77               
430783                          0                   0.18                0                   0                   
430786                          1                   0.20                4.97                4.97                
430790                          2                   4.92                0.41                0.41                
430800                          0                   0.47                0                   0                   
430805                          1                   0.16                6.09                6.09                
430807                          1                   0.30                3.34                3.34                
430810                          1                   0.96                1.04                1.04                
430820                          2                   2.14                0.93                0.93                
430825                          0                   0.14                0                   0                   
430830                          0                   0.71                0                   0                   
430840                          0                   0.48                0                   0                   
430843                          2                   0.19                10.59               10.59               
430845                          1                   0.30                3.31                3.31                
430850                          2                   2.13                0.94                0.94                
430860                          7                   2.49                2.82                2.82                
430865                          1                   0.21                4.81                4.81                
430870                          1                   0.40                2.52                2.52                
430880                          0                   0.58                0                   0                   
430885                          1                   0.12                8.50                8.50                
430890                          2                   1.13                1.76                1.76                
430900                          2                   1.13                1.77                1.77                
430905                          1                   0.56                1.79                1.79                
430910                          6                   2.40                2.50                2.50                
430912                          1                   0.15                6.82                6.82                
430915                          2                   0.28                7.19                7.19                
430920                          17                  18.33               0.93                0.93                
430925                          0                   0.12                0                   0                   
430930                          10                  6.45                1.55                1.55                
430940                          4                   1.76                2.28                2.28                
430950                          1                   0.53                1.87                1.87                
430955                          0                   0.34                0                   0                   
430957                          0                   0.20                0                   0                   
430960                          5                   1.32                3.79                3.79                
430965                          1                   0.44                2.27                2.27                
430970                          1                   0.33                3.01                3.01                
430975                          2                   0.29                6.82                6.83                
430980                          2                   0.35                5.73                5.73                
430990                          2                   0.51                3.93                3.93                
430995                          0                   0.28                0                   0                   
431000                          2                   1.40                1.43                1.43                
431010                          2                   2.40                0.83                0.83                
431020                          12                  5.68                2.11                2.12                
431030                          1                   0.30                3.35                3.35                
431033                          1                   1.51                0.66                0.66                
431036                          0                   0.22                0                   0                   
431040                          0                   0.44                0                   0                   
431041                          0                   0.15                0                   0                   
431043                          1                   0.47                2.11                2.11                
431046                          0                   0.14                0                   0                   
431050                          4                   0.51                7.79                7.79                
431053                          0                   0.38                0                   0                   
431055                          0                   0.25                0                   0                   
431057                          0                   0.15                0                   0                   
431060                          4                   2.46                1.63                1.63                
431065                          1                   0.18                5.59                5.59                
431070                          0                   0.25                0                   0                   
431075                          0                   0.14                0                   0                   
431080                          2                   1.66                1.20                1.20                
431085                          1                   0.27                3.77                3.77                
431087                          0                   0.19                0                   0                   
431090                          0                   0.26                0                   0                   
431100                          3                   1.80                1.67                1.67                
431110                          0                   0.81                0                   0                   
431112                          0                   0.25                0                   0                   
431113                          2                   0.26                7.80                7.80                
431115                          1                   0.60                1.68                1.68                
431120                          3                   1.28                2.35                2.35                
431123                          1                   0.20                4.97                4.97                
431125                          0                   0.44                0                   0                   
431127                          0                   0.12                0                   0                   
431130                          5                   1.90                2.63                2.63                
431140                          15                  5.64                2.66                2.66                
431142                          1                   0.17                5.95                5.95                
431150                          1                   0.50                1.99                1.99                
431160                          1                   0.38                2.64                2.64                
431162                          0                   0.40                0                   0                   
431164                          0                   0.12                0                   0                   
431170                          0                   0.38                0                   0                   
431171                          0                   0.31                0                   0                   
431173                          1                   0.21                4.86                4.86                
431175                          1                   0.50                1.98                1.98                
431177                          0                   0.48                0                   0                   
431179                          1                   0.20                4.96                4.96                
431180                          11                  2.97                3.70                3.71                
431190                          0                   0.31                0                   0                   
431198                          1                   0.28                3.52                3.52                
431200                          0                   0.15                0                   0                   
431205                          0                   0.29                0                   0                   
431210                          0                   0.35                0                   0                   
431213                          0                   0.18                0                   0                   
431215                          1                   0.32                3.11                3.11                
431217                          0                   0.12                0                   0                   
431220                          0                   0.31                0                   0                   
431225                          0                   0.53                0                   0                   
431230                          1                   0.34                2.93                2.93                
431235                          0                   0.11                0                   0                   
431237                          0                   0.24                0                   0                   
431238                          0                   0.19                0                   0                   
431240                          10                  4.33                2.31                2.31                
431242                          0                   0.21                0                   0                   
431244                          0                   0.22                0                   0                   
431245                          1                   0.48                2.10                2.10                
431247                          3                   0.46                6.48                6.48                
431250                          0                   0.89                0                   0                   
431260                          0                   0.35                0                   0                   
431261                          0                   0.21                0                   0                   
431262                          0                   0.13                0                   0                   
431265                          3                   1.21                2.47                2.47                
431267                          3                   0.12                25.90               25.91               
431270                          4                   0.79                5.04                5.05                
431275                          0                   0.26                0                   0                   
431280                          2                   0.34                5.91                5.91                
431290                          0                   0.70                0                   0                   
431295                          1                   0.13                7.65                7.66                
431300                          1                   0.25                3.95                3.95                
431301                          2                   0.19                10.29               10.29               
431303                          1                   0.37                2.68                2.68                
431306                          3                   1.37                2.19                2.20                
431308                          0                   0.19                0                   0                   
431310                          0                   0.47                0                   0                   
431320                          1                   1.48                0.67                0.67                
431330                          5                   1.89                2.65                2.65                
431333                          0                   0.16                0                   0                   
431335                          0                   0.27                0                   0                   
431337                          1                   1.88                0.53                0.53                
431339                          1                   0.29                3.42                3.42                
431340                          24                  16.32               1.47                1.47                
431342                          0                   0.24                0                   0                   
431344                          3                   0.16                18.78               18.78               
431346                          0                   0.12                0                   0                   
431349                          1                   0.29                3.46                3.46                
431350                          12                  3.13                3.84                3.84                
431360                          0                   0.27                0                   0                   
431365                          2                   0.79                2.54                2.54                
431370                          6                   2.21                2.71                2.71                
431380                          1                   0.50                2.00                2.00                
431390                          3                   2.94                1.02                1.02                
431395                          2                   0.61                3.29                3.29                
431400                          1                   0.55                1.82                1.82                
431402                          2                   0.53                3.74                3.74                
431403                          2                   0.28                7.17                7.17                
431405                          8                   3.74                2.14                2.14                
431406                          1                   0.40                2.52                2.52                
431407                          2                   0.46                4.38                4.38                
431410                          27                  13.18               2.05                2.05                
431413                          1                   0.17                6.00                6.00                
431415                          2                   0.59                3.40                3.40                
431417                          0                   0.13                0                   0                   
431420                          3                   0.53                5.64                5.64                
431430                          1                   0.28                3.51                3.51                
431440                          55                  22.51               2.44                2.45                
431442                          0                   0.41                0                   0                   
431445                          1                   0.18                5.45                5.45                
431446                          0                   0.14                0                   0                   
431447                          0                   0.31                0                   0                   
431449                          0                   0.34                0                   0                   
431450                          2                   0.84                2.37                2.37                
431454                          1                   0.22                4.51                4.51                
431455                          1                   0.17                5.89                5.89                
431460                          3                   1.44                2.08                2.08                
431470                          3                   0.71                4.23                4.23                
431475                          1                   0.15                6.67                6.67                
431477                          0                   0.27                0                   0                   
431478                          0                   0.12                0                   0                   
431480                          2                   2.47                0.81                0.81                
431490                          130                 97.27               1.34                1.34                
431500                          1                   0.36                2.79                2.79                
431505                          0                   0.18                0                   0                   
