LATITUDE,LONGITUDE,TAXA_HABITANTE
-24.115,-49.341,1.94
-24.289,-47.174,0.97
-23.006,-46.839,0.75
-23.102,-48.616,0.53
-22.253,-47.823,0.92
-20.641,-47.219,2.69
-21.737,-46.975,1.36
-23.264,-47.299,0.99
-23.153,-47.058,0.64
-20.339,-47.781,0.52
-20.688,-48.413,0.49
-21.255,-48.322,1.15
-23.305,-45.966,0.62
-20.882,-49.57,0.84
-24.693,-48.002,0.28
-22.706,-46.986,1.01
-20.269,-50.546,0.8
-23.254,-45.688,0.66
-23.528,-46.903,0.71
-21.018,-47.764,0.47
-23.101,-46.728,0.58
-22.296,-48.558,0.92
-20.311,-47.589,1.32
-22.93,-46.276,1.81
-21.053,-49.688,0.84
-22.009,-49.787,3.62
-23.186,-46.884,0.62
-21.515,-51.434,1.09
-24.321,-47.635,0.3
-23.932,-47.068,0.12
-23.091,-45.19,0.68
-23.05,-47.837,1.5
-21.168,-51.04,4.88
-22.571,-44.902,0.58
-22.186,-47.39,1.09
-22.599,-48.8,0.54
-22.565,-47.402,0.84
-22.523,-46.65,0.96
-21.679,-49.743,1.54
-22.731,-45.125,0.6
-20.967,-50.224,1.52
-23.086,-46.951,0.12
-21.72,-51.019,1.11
-22.431,-49.523,1.25
-21.555,-47.704,0.71
-21.676,-50.327,3.72
-22.502,-48.711,1.04
-20.146,-50.194,0.92
-23.546,-47.183,0.87
-23.319,-46.587,0.86
-23.003,-49.322,2.19
-22.108,-51.963,1.41
-22.611,-50.667,0.45
-21.799,-51.181,1.27
-22.214,-49.946,0.97
-22.146,-51.171,1.03
-21.603,-48.366,1.08
-23.668,-46.461,0.55
-20.359,-50.173,1.53
-20.179,-48.032,2.01
-22.409,-48.451,0.94
-24.281,-47.46,1.16
-19.979,-50.137,1.71
-21.134,-51.102,1.29
-22.292,-51.906,0.72
-20.819,-49.521,0.52
-21.468,-47.005,1.23
-23.523,-46.188,0.86
-22.372,-46.942,1.17
-22.432,-46.958,0.97
-20.85,-50.092,1.67
-24.087,-46.629,0.27
-22.682,-46.681,0.51
-21.261,-48.496,1.05
-20.773,-49.714,0.42
-20.907,-48.641,1.57
-21.299,-51.569,1.28
-22.947,-47.316,1.37
-20.731,-48.058,0.79
-22.88,-46.792,1.16
-21.508,-48.151,0.36
-20.993,-51.278,1.15
-23.181,-46.395,1.1
-20.846,-49.63,0.38
-20.694,-50.038,0.73
-20.913,-49.778,0.38
-21.016,-49.496,0.54
-24.121,-48.904,0.72
-21.778,-48.561,1.1
-20.534,-49.314,0.83
-21.104,-51.49,1.18
-20.992,-48.919,0.2
-22.778,-47.296,1.08
-21.468,-49.221,1.56
-20.73,-47.749,1.56
-22.941,-49.342,4.13
-20.737,-48.915,0.81
-20.72,-47.887,1.15
-23.533,-46.792,0.72
-21.797,-50.89,1.25
-22.979,-49.871,0.73
-21.489,-51.7,0.94
-21.562,-51.261,1.08
-20.39,-49.433,0.2
-21.083,-48.801,1.64
-22.789,-50.218,0.67
-21.356,-51.86,1.73
-22.413,-50.576,1.77
-23.386,-45.662,0.43
-21.016,-48.774,0.85
-23.389,-48.723,0.9
-21.783,-50.793,1.8
-23.081,-48.374,2.83
-24.715,-47.881,1.34
-20.304,-50.015,1.74
-21.318,-51.831,1.41
-22.761,-47.154,0.57
-20.031,-49.383,0.17
-22.352,-48.775,1.35
-22.793,-46.443,1.86
-20.257,-47.477,1.32
-22.742,-46.901,1.81
-22.815,-50.794,0.91
-24.275,-47.233,0.6
-21.42,-50.078,0.73
-20.638,-51.109,0.75
-23.076,-47.976,2.04
-24.32,-46.998,1.18
-21.592,-50.599,0.83
-23.712,-47.428,0.9
-23.813,-47.716,0.82
-22.924,-45.462,0.89
-21.186,-48.907,1.76
-22.779,-46.591,1.2
-21.868,-51.729,0.93
-22.614,-45.176,0.71
-23.054,-46.358,0.71
-22.725,-47.649,1.07
-23.194,-49.384,0.77
-21.999,-49.457,2.45
-21.091,-48.658,0.97
-23.397,-47.002,0.6
-22.275,-51.5,0.52
-21.996,-47.426,1.18
-22.413,-49.135,0.47
-21.009,-48.222,0.24
-22.638,-50.204,1.11
-23.528,-46.345,0.76
-20.785,-49.824,1.15
-22.109,-50.172,0.75
-21.023,-48.037,1.18
-23.176,-48.125,2.78
-23.215,-47.524,0.9
-21.854,-47.479,0.98
-22.843,-45.251,1.24
-21.043,-49.377,0.5
-21.359,-48.066,0.51
-24.006,-46.403,1.2
-22.808,-48.666,1.52
-22.1,-49.438,0.94
-22.006,-51.553,1.62
-21.763,-52.116,0.9
-22.126,-51.389,1.02
-21.876,-51.844,1.68
-21.537,-49.858,0.47
-23.299,-48.055,2.6
-22.248,-50.698,0.74
-21.799,-50.24,1.1
-22.537,-44.774,0.61
-23.012,-47.527,1.3
-22.229,-50.893,1.57
-23.267,-45.537,2.01
-22.221,-51.303,0.59
-21.888,-49.225,1.53
-24.488,-47.844,0.51
-20.603,-47.483,0.74
-22.067,-48.176,1.21
-24.221,-48.766,1.43
-20.457,-47.59,1
-22.784,-49.934,0.86
-21.837,-51.604,1.38
-24.099,-48.365,0.54
-23.711,-46.413,0.6
-21.178,-47.81,0.99
-23.828,-49.429,0.55
-21.587,-48.071,0.79
-21.726,-50.722,1.41
-22.411,-47.561,1.07
-22.843,-47.606,0.73
-23.744,-46.398,0.66
-19.99,-49.681,1.42
-22.58,-53.059,0.33
-21.301,-50.727,1.09
-20.179,-51.002,0.95
-21.46,-49.578,1.64
-21.341,-49.485,2.02
-23.532,-45.846,0.35
-22.847,-47.677,0.62
-23.201,-47.287,0.73
-23.649,-47.573,1.06
-22.893,-49.986,0.38
-21.243,-48.804,0.73
-20.032,-50.728,1.6
-22.754,-47.414,0.63
-23.397,-45.884,1.18
-21.827,-47.249,1.17
-22.899,-49.633,0.72
-21.463,-48.391,1.24
-20.211,-50.926,1.17
-22.457,-47.53,0.67
-23.316,-46.221,0.15
-21.685,-48.084,1.6
-22.567,-48.161,1
-20.253,-50.797,2.12
-23.444,-46.918,0.43
-21.71,-47.478,1.84
-21.473,-47.363,1.21
-21.977,-51.652,0.99
-23.664,-46.538,0.5
-21.087,-47.151,1.6
-22.606,-46.919,1.08
-20.937,-50.496,0.64
-22.116,-46.68,0.72
-21.851,-51.392,1.81
-21.638,-50.5,0.93
-23.961,-46.334,0.82
-22.689,-45.731,0.73
-23.694,-46.565,0.51
-23.623,-46.551,0.4
-22.018,-47.891,1.16
-20.359,-50.697,1.03
-21.969,-46.798,1.08
-20.513,-50.352,5.52
-21.268,-51.666,1.67
-20.581,-47.855,1.04
-20.593,-47.64,0.07
-21.596,-46.889,0.75
-20.82,-49.379,0.91
-23.179,-45.887,0.45
-23.853,-46.943,0.33
-23.222,-45.31,0.87
-22.731,-48.571,1.35
-23.878,-47.997,0.98
-23.548,-46.636,0.83
-22.549,-47.914,0.12
-22.747,-49.74,0.57
-23.529,-47.135,1.5
-23.76,-45.41,0.98
-21.711,-46.821,2.21
-21.479,-47.551,0.48
-23.963,-46.392,0.86
-23.641,-47.825,2.8
-23.273,-49.48,1.84
-21.311,-47.566,1.85
-21.211,-47.596,0.49
-22.612,-46.701,2.29
-21.138,-47.99,1.03
-24.388,-47.926,0.84
-20.809,-48.803,0.27
-22.664,-44.853,0.4
-22.591,-46.529,1.42
-23.502,-47.458,0.93
-20.691,-50.924,0.92
-22.822,-47.267,0.84
-23.543,-46.311,1
-20.501,-51.025,0.31
-20.964,-49.032,2.27
-21.717,-48.688,1.74
-23.602,-46.753,0.66
-22.39,-51.285,0.22
-23.452,-49.409,0.52
-21.144,-48.513,3.53
-21.124,-48.452,0.55
-21.705,-47.274,2.11
-20.626,-49.649,0.8
-23.964,-47.507,1.24
-21.468,-46.749,0.28
-21.072,-48.41,3.04
-21.406,-48.505,2.06
-23.533,-49.244,0.33
-23.924,-48.693,3.57
-22.303,-51.559,0.24
-22.747,-50.577,1.17
-23.356,-47.857,1.44
-23.026,-45.555,0.48
-23.343,-49.376,0.6
-22.533,-52.168,1.11
-20.789,-48.33,1.05
-23.102,-47.715,0.92
-23.205,-49.607,0.94
-23.244,-48.195,4.39
-22.426,-48.169,1.44
-22.958,-45.549,0.82
-20.235,-50.89,1.62
-22.816,-46.694,1.1
-21.935,-50.514,1.18
-21.381,-51.571,1.48
-20.052,-50.476,1.41
-23.434,-45.071,1.03
-20.887,-49.897,2.78
-20.246,-50.643,0.38
-21.202,-49.29,0.33
-20.422,-50.088,1.64
-22.971,-46.996,0.73
-21.228,-50.868,0.56
-22.889,-46.414,0.56
-21.832,-46.894,0.74
-23.603,-47.026,0.87
-23.211,-46.828,0.64
-22.22,-49.819,1.86
-23.03,-46.975,0.31
-20.873,-48.297,0.99
-21.171,-48.629,0.42
-23.547,-47.438,0.63
-20.423,-49.973,0.57
-21.052,-50.051,1.49
-23.039,-49.709,0.64
-22.271,-46.945,2.67
-23.304,-50.313,2.48
-25.993,-49.335,0.28
-25.325,-49.31,1
-24.798,-52.713,0.44
-23.874,-53.902,1.07
-23.129,-52.319,1.21
-24.028,-53.441,1.96
-22.78,-51.231,0.7
-23.096,-52.788,0.64
-25.915,-53.473,0.6
-23.051,-50.229,0.54
-25.429,-48.712,1.2
-25.986,-50.197,2.32
-23.551,-51.461,1.29
-23.419,-51.424,1.15
-24.158,-49.827,1.09
-24.316,-51.787,0.5
-23.932,-52.496,2.16
-25.593,-49.41,0.69
-24.386,-51.585,3.61
-23.373,-50.841,0.59
-24.42,-53.521,1.01
-23.233,-51.666,0.43
-25.584,-49.636,0.44
-23.11,-50.368,0.45
-24.03,-52.012,1.01
-26.254,-53.633,3.06
-23.115,-50.181,2.93
-25.881,-53.665,0.44
-22.997,-51.191,0.27
-26.161,-51.553,1.95
-25.636,-53.212,1.44
-24.869,-51.628,2.75
-25.436,-53.408,0.71
-25.206,-49.115,0.43
-26.193,-53.597,2.76
-23.71,-51.764,1.68
-26.076,-52.834,1.5
-23.941,-51.588,0.43
-24.816,-53.122,1.95
-24.618,-53.32,1.31
-23.902,-53.513,0.76
-23.65,-51.355,3.63
-23.046,-50.074,0.86
-23.276,-51.278,0.75
-23.583,-51.578,2.62
-24.592,-52.799,1.46
-25.306,-49.055,0.22
-25.031,-52.993,0.77
-25.978,-49.683,0.53
-25.459,-49.528,0.67
-25.369,-49.451,0.99
-24.046,-52.383,1.03
-24.567,-51.333,1.32
-25.663,-52.126,2.45
-25.374,-52.126,1.79
-25.672,-53.809,1.62
-25.479,-53.614,1.81
-24.918,-50.097,0.92
-23.425,-49.721,1.89
-24.956,-53.455,0.86
-24.791,-50.012,1.18
-25.203,-53.157,1.04
-22.821,-51.595,1.33
-24.824,-49.261,0.69
-25.147,-53.849,0.84
-25.856,-52.523,2.15
-23.663,-52.605,0.68
-23.38,-52.945,1.08
-26.396,-52.471,1.81
-25.292,-49.224,0.65
-22.838,-51.973,1.08
-23.551,-50.554,1.27
-23.63,-50.169,1.35
-25.676,-49.535,0.48
-24.799,-53.307,1.54
-23.181,-50.647,0.85
-26.228,-52.032,1.92
-25.98,-52.568,0.97
-24.101,-52.12,0.91
-23.785,-53.073,1.04
-22.962,-52.161,3.24
-26.017,-51.347,2.62
-24.013,-51.459,0.98
-25.428,-49.273,0.79
-24.033,-50.458,0.57
-22.656,-52.86,0.96
-25.043,-52.68,1
-24.943,-54.103,2.61
-25.734,-53.057,1.22
-23.381,-53.292,1.58
-25.942,-53.164,1.87
-23.797,-52.269,1.17
-23.724,-53.811,0
-24.704,-54.234,1.51
-24.1,-52.623,2.08
-24.001,-51.32,2.57
-25.658,-49.308,0.69
-23.916,-51.979,0.35
-25.413,-50.548,1.02
-23.849,-50.403,0.76
-23.317,-52.304,2.94
-26.257,-53.307,1.1
-23.599,-52.081,3.68
-22.863,-51.387,0.71
-23.087,-51.954,3.02
-24.293,-53.313,3.09
-25.548,-54.588,1.01
-24.066,-53.848,0.47
-26.081,-53.055,1.55
-25.737,-52.119,0.66
-26.428,-51.316,0.89
-24.177,-51.924,3.23
-24.185,-53.028,0.85
-25.195,-51.993,2.23
-24.146,-51.506,2.27
-24.08,-54.256,1.11
-22.934,-52.686,0.57
-25.191,-50.805,1.5
-23.516,-50.04,0.87
-22.973,-51.65,1.99
-25.101,-52.878,2.35
-25.395,-51.458,1.11
-25.307,-48.329,0.68
-25.883,-48.575,1.72
-26.141,-52.387,0.65
-23.849,-50.188,0.81
-25.106,-53.012,1.07
-23.269,-51.048,0.52
-23.396,-53.614,0.77
-23.197,-51.828,1.81
-24.717,-53.084,0.94
-24.445,-50.761,1.61
-25.23,-50.604,0.6
-25.571,-51.079,0.78
-22.749,-52.198,2.53
-23.476,-52.696,0.73
-25.024,-50.584,1.02
-24.003,-53.704,1.49
-24.428,-53.355,0
-25.467,-50.651,1.1
-24.424,-52.106,0.66
-22.618,-51.966,0.61
-25.137,-54.302,1.42
-23.018,-50.406,1.8
-23.661,-51.99,1.6
-25.965,-52.816,1.15
-25.22,-49.348,1.33
-22.731,-52.887,0.85
-25.011,-50.859,1.55
-24.248,-51.685,1.22
-23.409,-53.369,1.82
-23.619,-52.221,1.1
-23.743,-50.076,1.99
-23.161,-49.969,0.92
-23.113,-51.532,1.85
-24.251,-49.706,1.03
-23.603,-51.643,0.67
-24.142,-52.782,1.59
-23.813,-50.139,3.02
-23.47,-52.553,2.2
-24.179,-51.692,0.63
-22.549,-52.061,2.82
-23.254,-50.98,0.89
-24.385,-53.388,0.82
-23.499,-49.905,1.87
-23.437,-50.248,0
-24.42,-52.843,1
-23.621,-52.469,1.74
-25.77,-49.716,0.91
-24.887,-52.469,1.76
-25.408,-52.416,2.64
-23.08,-50.751,1.8
-24.109,-51.653,0.89
-22.923,-53.137,1.58
-23.31,-51.163,0.77
-24.286,-52.276,0.75
-22.755,-51.657,0.74
-25.878,-50.821,0.87
-24.319,-52.53,0.88
-23.347,-52.095,0.96
-23.548,-51.671,0.79
-25.941,-52.176,2.14
-24.516,-51.668,0.55
-24.556,-54.057,1.67
-23.616,-53.205,3.48
-23.485,-51.792,1.02
-23.745,-51.308,3.55
-22.736,-53.04,0.51
-24.002,-53.146,0.35
-23.425,-51.939,0.79
-26.355,-52.559,1.75
-24.418,-53.83,0.63
-26.149,-53.026,2.15
-25.113,-52.254,2.16
-23.706,-51.639,0.7
-25.241,-53.996,1.19
-25.818,-48.543,0.74
-24.705,-52.146,3.01
-23.901,-51.229,0.33
-25.295,-54.094,1.21
-24.454,-54.162,0.84
-22.966,-51.455,1.41
-25.092,-54.248,4.03
-24.062,-53.007,2.5
-25.477,-48.834,0.41
-23.148,-51.774,0.69
-22.914,-51.794,1.66
-24.529,-53.256,2.08
-24.673,-52.569,1.61
-23.184,-52.205,1.4
-25.907,-53.263,4.66
-23.432,-50.564,1.1
-25.307,-52.541,2.35
-22.766,-52.985,1.05
-23.472,-53.089,1.75
-23.597,-50.724,3.31
-24.466,-53.953,2.95
-25.633,-53.347,1.34
-24.438,-51.945,1.78
-24.208,-50.949,1.14
-23.458,-52.049,0.82
-26.484,-51.991,1.32
-25.429,-50.006,1.13
-24.893,-52.203,2.05
-24.284,-53.84,1.66
-23.281,-52.602,1.18
-22.93,-52.151,0.52
-25.52,-48.509,0.92
-22.634,-52.098,1.53
-23.073,-52.465,0.85
-24.626,-54.225,1.5
-26.229,-52.671,0.96
-26.208,-50.938,0.39
-26.04,-50.836,0.49
-23.913,-52.343,0.73
-23.896,-53.41,2.58
-23.805,-53.684,1.19
-25.824,-53.74,2.06
-26.098,-49.429,1.76
-25.445,-49.193,0.87
-23.793,-50.056,2.95
-25.696,-51.66,1.09
-24.526,-49.949,1.07
-25.442,-49.063,0.85
-24.757,-51.761,1.67
-23.231,-51.586,2.53
-23.007,-52.914,1.1
-25.716,-53.766,3.14
-25.095,-50.162,1.07
-25.674,-48.511,1.1
-22.756,-51.379,0.75
-25.545,-49.89,0.43
-22.772,-53.267,4.67
-26.161,-51.232,3.3
-26.02,-53.74,1.37
-23.278,-52.152,0.93
-22.851,-51.028,2.61
-25.213,-50.978,2.01
-24.279,-53.076,3.05
-23.567,-49.914,0.33
-25.366,-49.077,0.73
-24.575,-53.977,1.11
-25.45,-52.908,1.4
-23.084,-53.484,0.99
-23.852,-52.13,0.66
-25.872,-49.498,1.17
-25.12,-54.025,0.57
-24.307,-52.954,1.32
-25.767,-53.527,1.9
-25.621,-50.693,2.08
-26.158,-52.969,0.72
-24.65,-50.851,1.11
-25.839,-52.028,0.99
-23.194,-49.758,1.62
-23.408,-50.357,0.98
-25.733,-50.796,1.16
-23.762,-51.411,0.43
-25.491,-52.526,0.18
-24.324,-51.313,2.01
-25.19,-49.314,0.9
-26.106,-49.798,0.81
-23.31,-51.369,0.92
-24.603,-52.275,0.98
-23.411,-52.761,0.43
-24.278,-51.275,2.64
-26.17,-53.361,1.04
-23.601,-49.626,0.65
-25.784,-53.309,2.4
-23.266,-50.424,1.03
-23.517,-50.784,0.38
-22.953,-53.297,1.33
-23.038,-51.805,0.37
-24.86,-54.333,1.55
-23.003,-53.197,1.67
-25.821,-53.484,1.32
-25.407,-53.566,4.28
-24.939,-51.863,1.49
-23.151,-50.519,1
-23.755,-49.629,1.5
-25.052,-53.633,0.49
-25.447,-54.401,1.25
-23.295,-50.077,1.67
-22.735,-52.342,1.65
-26.07,-53.723,0.41
-23.315,-52.476,0.64
-23.728,-50.741,0.61
-25.828,-52.725,1.32
-22.852,-52.337,1.95
-23.98,-51.818,1.19
-25.683,-50.297,0.96
-25.706,-52.918,2.54
-23.741,-53.927,0.34
-23.916,-49.652,0.25
-24.838,-54.064,2.86
-25.535,-49.206,0.75
-25.874,-50.383,1.23
-25.348,-54.238,1.43
-24.936,-53.855,1.04
-23.865,-51.856,1.95
-22.824,-53.22,0.79
-23.465,-50.761,1.8
-23.538,-52.591,0.66
-23.911,-50.58,1.49
-23.444,-51.874,0.84
-25.694,-52.619,1.93
-24.113,-49.464,1.38
-25.38,-54.052,0.86
-23.037,-50.838,1.55
-23.059,-51.036,0.62
-23.689,-49.834,1.27
-25.702,-52.722,2.14
-23.723,-51.097,2
-23.2,-52.469,1.68
-23.733,-52.873,0.56
-25.368,-50.461,0.5
-24.324,-50.616,0.63
-23.768,-52.444,1
-22.709,-52.617,0.45
-24.157,-54.097,1.68
-24.509,-50.414,3.14
-25.928,-49.199,0.8
-24.714,-53.743,1.45
-23.778,-49.95,1.34
-25.419,-53.181,0.27
-24.974,-49.086,0
-23.871,-52.876,0.42
-24.588,-53.512,0.85
-25.043,-51.53,1.95
-24.545,-52.988,1.17
-23.766,-53.325,0.61
-26.23,-51.086,1.54
-23.087,-52.157,1.56
-23.198,-50.796,0.42
-23.874,-49.803,1.35
-24.246,-50.243,1.29
-25.058,-53.877,1.25
-25.881,-52.908,1.5
-24.568,-49.42,3.55
-25.381,-52.199,1.6
-26.277,-52.784,0.92
-23.736,-53.49,0.61
-27.611,-51.023,1.31
-26.565,-52.328,1.47
-27.412,-49.826,0.97
-27.265,-49.711,0.73
-26.998,-51.556,1.6
-27.07,-52.987,5.15
-26.88,-52.859,3.05
-27.694,-48.824,1.03
-27.7,-49.334,1.18
-27.458,-51.879,3.08
-26.534,-53.331,1.49
-27.569,-48.985,1.17
-27.689,-51.13,2.77
-27.902,-49.129,1.39
-27.517,-48.768,1.4
-27.036,-49.39,1.91
-27.16,-52.142,4.03
-26.37,-48.722,1.29
-28.935,-49.486,1.78
-28.262,-49.018,1.81
-26.933,-51.339,2.01
-26.955,-49.376,1.36
-27.42,-49.781,0.69
-27.315,-49.638,1.41
-28.984,-49.413,3.15
-26.991,-48.635,1.14
-26.456,-48.612,1.14
-29.157,-49.579,0.88
-26.769,-53.638,2
-26.654,-53.44,1.22
-26.632,-48.685,1.59
-26.841,-53.576,1.64
-26.783,-49.364,0.8
-27.494,-48.656,1.08
-26.919,-49.066,1.29
-27.744,-49.944,1.16
-27.138,-48.517,1.25
-28.337,-49.625,1.16
-26.734,-52.394,1.72
-26.69,-53.098,2.24
-27.797,-49.489,1.95
-27.199,-49.075,2.54
-28.275,-49.166,1.29
-27.358,-49.886,1.6
-27.306,-50.868,1.34
-27.098,-48.918,1.26
-26.775,-51.015,1.72
-27.072,-53.248,4.65
-26.6,-51.097,1.22
-27.025,-48.654,0.81
-27.937,-50.512,1.44
-26.193,-49.266,0.59
-27.899,-50.761,1.01
-26.394,-53.078,1.18
-27.402,-51.225,1.79
-27.265,-48.768,1.5
-26.177,-50.39,1.98
-27.344,-51.612,2.17
-28.445,-48.958,0.2
-27.071,-51.662,0.88
-27.161,-52.879,3.64
-27.634,-51.336,0.77
-27.096,-52.618,1.38
-28.601,-49.326,1.11
-27.234,-52.028,3.12
-26.984,-52.607,2.58
-26.909,-52.703,1.98
-26.425,-49.243,2.34
-27.585,-50.361,1.08
-28.678,-49.37,1.16
-26.894,-53.168,1.25
-26.969,-53.093,2.77
-27.283,-50.584,1.57
-26.826,-53.502,1.19
-26.255,-53.64,3.42
-26.985,-49.726,1.26
-26.724,-52.561,1.3
-27.276,-51.442,4.13
-26.853,-52.26,1.46
-26.778,-53.347,4.12
-27.597,-48.549,1.01
-26.647,-52.794,1.89
-28.747,-49.472,2.29
-27.026,-50.921,1.12
-27.175,-50.805,2.7
-28.023,-48.613,0.44
-26.027,-48.855,0.94
-26.931,-48.959,2.14
-27.315,-48.559,0.81
-28.185,-49.215,2.09
-28.331,-49.035,2.24
-27.086,-48.981,3.12
-26.599,-53.518,0.93
-26.473,-49.003,1.11
-26.385,-53.528,3.73
-27.132,-52.787,1.46
-27.194,-51.495,2.42
-27.092,-51.365,0.84
-27.057,-49.518,1.59
-28.713,-49.3,1.21
-26.9,-48.827,1.92
-28.341,-48.82,1.29
-28.24,-48.67,1.48
-27.493,-49.424,1.12
-26.898,-49.232,1
-27.004,-51.242,1.31
-27.404,-51.773,0.66
-26.988,-53.535,2.88
-26.631,-52.455,0.35
-27.077,-52.136,5.11
-26.823,-53.274,4.65
-27.025,-51.902,2.33
-26.656,-52.892,5.03
-26.239,-50.8,0.61
-27.291,-52.323,2.86
-26.336,-49.906,1.72
-26.908,-48.662,1.16
-27.09,-48.611,1.38
-27.169,-53.712,0.81
-26.117,-48.616,0.66
-27.414,-49.601,0.95
-28.997,-49.764,1.93
-28.615,-49.026,0.97
-26.486,-49.067,0.99
-26.722,-52.86,2.53
-27.178,-51.505,1.47
-26.304,-48.846,0.94
-26.958,-49.628,3.3
-26.398,-52.728,1.67
-27.26,-51.556,3.64
-27.816,-50.326,1.33
-28.483,-48.781,1
-26.858,-52.567,2.39
-27.217,-49.733,2.96
-28.393,-49.397,0.76
-27.507,-49.287,3.58
-27.053,-52.067,1.74
-27.166,-49.542,2.01
-26.721,-48.933,2.29
-27.133,-51.467,0.41
-26.111,-49.805,1.63
-27.418,-48.951,1.88
-28.847,-49.453,1.88
-26.761,-53.173,2.24
-26.802,-52.625,2.31
-26.611,-49.008,1.19
-28.829,-49.636,2.2
-27.103,-53.402,4.23
-27.223,-50.98,0.79
-26.462,-50.231,0.46
-28.651,-49.21,0.92
-28.801,-49.721,3.66
-26.899,-48.654,1.36
-26.903,-52.906,0.33
-26.94,-52.812,1.85
-27.286,-48.93,2.06
-28.637,-49.498,1.09
-28.359,-49.291,2.07
-27.483,-50.122,0.64
-27.341,-51.618,1.05
-27.252,-52.498,1.61
-27.929,-50.105,0.25
-27.645,-48.668,0.79
-26.348,-53.278,3.28
-27.068,-53.161,2.08
-26.37,-50.144,0.65
-26.614,-53.672,0.8
-29.316,-49.724,1.87
-26.78,-52.059,1.37
-27.962,-48.684,0.36
-28.436,-49.185,0.72
-26.769,-48.646,1
-27.373,-51.904,3.37
-27.535,-49.698,1.2
-26.764,-48.672,1.13
-26.848,-52.992,2.26
-27.42,-51.772,1.62
-27.07,-52.866,3.24
-26.741,-49.177,2.42
-27.484,-50.38,1.79
-27.158,-50.464,1.96
-26.872,-52.016,3.86
-27.158,-48.553,0.79
-26.238,-51.078,1.94
-27.258,-49.934,1.73
-29.197,-49.95,1.25
-27.051,-49.623,2.2
-27.277,-49.39,3.85
-26.442,-53.598,6.19
-26.726,-52.721,0.92
-26.899,-51.074,0.41
-26.949,-50.141,1.85
-27.193,-49.797,1.66
-26.738,-49.274,1.87
-27.214,-49.643,1.35
-28.131,-49.105,3.81
-26.254,-49.518,1.37
-27.861,-49.779,2.38
-27.067,-53.322,3.1
-26.923,-49.366,2.28
-26.676,-53.314,1.19
-26.98,-50,1.47
-26.609,-53.056,2.58
-28.638,-49.129,0.49
-26.961,-50.427,0.75
-26.938,-53.619,3.97
-28.039,-49.128,2.11
-26.779,-50.008,1.59
-26.619,-53.202,3.43
-26.639,-52.685,5.22
-27.688,-48.779,1.07
-26.475,-52.964,1.41
-26.25,-49.379,1.36
-27.901,-48.929,3.19
-27.078,-53.004,1.66
-27.267,-50.441,0.74
-26.558,-52.532,3.13
-26.243,-48.638,0.98
-27.098,-53.594,2.62
-27.276,-48.849,1.41
-26.618,-48.768,1.17
-29.223,-49.81,2.3
-28.294,-49.932,2.3
-27.615,-48.628,1.01
-26.455,-53.494,1.55
-27.663,-50.58,1.49
-26.359,-52.851,2.63
-28.326,-49.177,2.62
-28.165,-48.979,1.55
-26.69,-53.251,1.93
-26.725,-53.518,1.96
-27.566,-48.805,2.8
-26.924,-53.003,3.53
-26.413,-49.073,1.31
-27.149,-52.311,3.21
-28.598,-49.424,0.66
-29.104,-49.629,0.21
-26.736,-52.965,4
-27.116,-49.998,1.49
-27.105,-51.247,0.36
-26.688,-53.158,2.85
-27.241,-48.634,2.01
-28.83,-49.847,3.2
-26.823,-49.272,1.84
-26.615,-50.674,0.49
-26.106,-50.322,1.48
-28.559,-49.148,2.03
-27.002,-51.406,0.35
-27.299,-49.79,0.3
-28.467,-49.007,1.42
-26.969,-53.639,4.71
-28.926,-49.679,1.94
-26.761,-52.855,0.78
-28.015,-49.592,1.24
-28.518,-49.321,2.85
-26.864,-52.155,1.46
-27.489,-50.975,1.1
-27.007,-51.74,2.5
-27.392,-49.356,0.14
-27.008,-51.152,1.78
-26.881,-49.833,0.41
-26.877,-52.404,0.97
-27.069,-52.342,2.31
-26.962,-52.535,1.2
-27.451,-51.555,1.14
-315.155,-541.002,1.03
-29.645,-53.24,3.84
-28.239,-53.771,1.04
-27.655,-54.764,5.97
-29.783,-55.792,1.14
-27.827,-54.057,5.16
-28.113,-52.909,2.48
-27.249,-53.035,3.9
-29.392,-51.312,3.62
-29.99,-51.084,0.82
-30.875,-52.253,3.93
-27.361,-53.182,3.84
-28.631,-51.571,5.95
-28.97,-52.005,3.71
-28.858,-51.283,2.21
-30.915,-51.498,2.23
-27.394,-52.3,2.9
-29.401,-51.945,2.04
-29.551,-49.889,2.68
-31.443,-52.422,2.35
-30.077,-51.729,1.43
-29.333,-53.093,3.33
-32.238,-53.087,2.1
-28.872,-52.175,2.8
-28.517,-53.992,2.94
-27.698,-52.049,2.35
-31.331,-54.107,0.96
-30.247,-50.233,1.33
-29.377,-51.496,1.83
-27.621,-52.38,4.64
-30.388,-51.734,0.34
-27.672,-51.461,2.3
-27.192,-53.71,2.61
-27.409,-52.41,4.09
-29.093,-52.583,2.89
-27.51,-52.598,3.27
-29.171,-51.519,1.83
-27.663,-53.314,2.55
-27.669,-54.11,2.92
-28.607,-53.815,2.94
-28.819,-53.387,3.44
-29.351,-51.676,6.71
-28.668,-50.417,0.78
-29.489,-51.353,1.7
-27.544,-53.866,1.75
-29.609,-51.943,0.82
-29.304,-52.429,2.56
-28.73,-54.9,3.2
-28.368,-53.771,6.74
-27.614,-53.739,3.36
-29.551,-51.593,1.51
-30.12,-51.962,1.77
-30.512,-53.491,1.33
-29.884,-54.825,1.72
-30.039,-52.894,1.47
